No_Inscription;No_Region_MEF;Nom_Dossier;Adresse;Qualite_Sol_Residuel*;Code_Muncp;NO_MRC;Contaminants_sols;Contaminants_eau;LATITUDE_DEG_DEC_NAD83;LONGITUDE_DEG_DEC_NAD83
533;2;Société de cogénération de Saint-Félicien;"1250, rue de l'Énergie
Saint-Félicien";R : Non terminée;91042;910;Hydrocarbures pétroliers C10 à C50,;0;48.635485707;-72.4359351378
534;2;Garage Edmond Gagné et Fils Ltée;"1297, route Victor Delamarre
Lac-Bouchette";R : Non terminée;91005;910;Hydrocarbures pétroliers C10 à C50,;0;48.119459255;-72.2312015856
535;2;M. Réjean Bouchard;"301, route Victor Delamarre
Lac-Bouchette";R : Non terminée;91005;910;Hydrocarbures pétroliers C10 à C50,;0;48.2427003263;-72.1916831912
536;2;Rosario Boulianne et Fils inc.;"333, rue principale
Lac-Bouchette";R : Non terminée;91005;910;Hydrocarbures pétroliers C10 à C50,;0;48.2528329161;-72.1858328976
537;2;Terrain vacant;;R : Non terminée;94068;941;Hydrocarbures pétroliers C10 à C50,;0;;
540;2;Municipalité de La Doré.;"4780, avenue des Jardins
La Doré";R : Non terminée;91050;910;Benzène, Toluène, Xylènes (o,m,p),;0;48.7116664403;-72.6532723117
543;2;Les Exploitations Forestières T.D.S. inc.;"293, Victor Delamare
Lac-Bouchette";R : Non terminée;91005;910;Hydrocarbures pétroliers C10 à C50,;0;48.2433941046;-72.1909851082
544;2;Garage Bruno et Donald Paradis;"203, rue Cormier
Lac-Bouchette";R : Non terminée;91005;910;Hydrocarbures pétroliers C10 à C50,;0;48.2515610509;-72.1838683052
545;2;Les Entreprises B. Dumais Inc.;"106, chemin Malherbe
Lac-Bouchette";R : Non terminée;91005;910;Hydrocarbures pétroliers C10 à C50,;0;48.1683954377;-72.2269119645
546;2;Garage Jean-Guy Patoine;"561, 6e rang ouest
Saint-Bruno";R : Non terminée;93030;930;Produits pétroliers*,;0;48.5103905718;-71.666751789
551;3;Récupération Portneuf inc.;"38, rue de l'Église
Saint-Alban";R : Non terminée;34097;340;Benzo(b+j+k)fluoranthène, Biphényles polychlorés (BPC), Hydrocarbures pétroliers C10 à C50, Métaux*,;Hydrocarbures pétroliers C10 à C50, Métaux*,;46.7035262726;-72.0752121833
555;3;Les Pères Rédemptoristes;"10018, avenue Royale
Sainte-Anne-de-Beaupré";R : Non terminée;21030;210;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;47.0247888829;-70.9265841596
561;3;Terrain de l'usine Anacolor;"4290, rue Saint-Félix
Québec";R : Non terminée;23027;230;Chromates*, Cyanure disponible (CN-), Xylènes (o,m,p),;0;46.7480555556;-71.3475
565;3;Trans-Spec Outaouais ltée;"rue du Chalutier
Québec";R : Non terminée;23027;230;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;46.8169582437;-71.2262311761
567;3;Pneus Ratté inc.;"103, 3e Avenue
Québec";R : Non terminée;23027;230;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*,;0;46.8201785245;-71.2249220398
568;3;Produits Pétro-Canada;"2045, boulevard Père-Lelièvre
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;46.8113322117;-71.2946194597
571;3;Frank Arsenault Pièces d'Autos 1998 inc.;"299, boulevard Jacques-Bédard
Québec";R : Non terminée;23027;230;Éthylène glycol, Hydrocarbures pétroliers C10 à C50,;0;46.9066666667;-71.3575
572;3;S.T.C.U.Q.;"720, rue des Rocailles
Québec";R : Non terminée;23027;230;Benzène, Cuivre (Cu), Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Nickel (Ni), Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Métaux*, Toluène, Xylènes (o,m,p), Zinc (Zn),;46.8372222222;-71.2772222222
578;3;Century 21 Capital Plus inc.;"avenue de la Famille
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.7849786173;-71.3558627407
579;3;Garage municipal;"1252, chemin de la Canardière
Québec";R : Non terminée;23027;230;Benzo(b+j+k)fluoranthène,;0;46.8318701719;-71.220684044
580;3;Ultramar Canada inc.;"Port de Québec
Québec";R : Non terminée;23027;230;Composés phénoliques*, Huiles usées*, Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures lourds*, Hydrocarbures pétroliers C10 à C50,;0;46.790706603;-71.2294719567
583;3;Traitement sous Pression L.D. ltée;"488, rue Saint-Pierre
Saint-Raymond";R : Non terminée;34128;340;Arsenic (As), Chrome total (Cr), Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Métaux*, Pentachlorophénol (PCP),;0;46.8860833333;-71.8466111111
588;3;Monsieur Muffler inc.;"572, boulevard  Wilfrid-Hamel
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50, Naphtalène,;0;46.819780408;-71.2498803051
600;3;Mécano Richard inc.;"14904 à 14908, boulevard de la Colline
Québec";R : Non terminée;23027;230;Huiles usées*,;0;46.8745339849;-71.357550212
604;3;Brasserie BBM enr.  (175247 Canada ltée);"10460, boulevard l'Ormière
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.842672509;-71.3645863689
608;3;Gharbi Delage Société en nom collectif;"3825, rue Louise-Fiset
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.7675889585;-71.3524845516
611;3;Larouche Remorquages inc.;"8549, boulevard Pierre-Bertrand Nord
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8335181768;-71.2810081706
612;3;Équipements Balckwood Hodge ltée;"2550, rue Dalton
Québec";R : Non terminée;23027;230;Cadmium (Cd), Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;46.7917586108;-71.3013213759
613;3;Mélamine L.J. enr.;"170, avenue Ste-Brigitte
Sainte-Brigitte-de-Laval";R : Non terminée;22045;220;Hydrocarbures pétroliers C10 à C50,;0;46.9738228235;-71.2073606287
628;3;Pageau Clément;"10, rue Montée des Chênes
Château-Richer";R : Non terminée;21035;210;Hydrocarbures pétroliers C10 à C50,;0;46.9617782281;-71.036706742
646;3;Aéroport de Québec;"505, rue Principale
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;46.7936198016;-71.3840200452
649;3;Centre de rebuts Caron ltée, Laidlaw Waste Systems Canada ltd;"2850-B, boulevard  Wilfrid-Hamel
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8069972293;-71.3043308005
656;3;Atelier de débosselage Jean Blanchet inc.;"8122, boulevard  Wilfrid-Hamel Ouest
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.7652891628;-71.3982235612
660;3;Masson Pierre;"388, chemin du Tour-du-Lac
Lac-Beauport";R : Non terminée;22040;220;0;Hydrocarbures pétroliers C10 à C50,;46.9593789714;-71.2785335097
664;3;Garage du Mont-Ste-Anne;"C.P. 400
Beaupré";R : Non terminée;21025;210;Hydrocarbures pétroliers C10 à C50,;0;47.0761441272;-70.9068317779
666;3;Équipement fédéral Québec;"2909, boulevard Kepler (parc Colbert)
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.787265491;-71.318817759
684;3;Industries Valcartier, réservoirs R208-B;"2500, boul. Pie-XI N.
Saint-Gabriel-de-Valcartier";R : Non terminée;23027;230;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;46.8790433386;-71.4805287898
684;3;Industries Valcartier, réservoirs R208-B;"2500, boul. Pie-XI N.
Saint-Gabriel-de-Valcartier";R : Non terminée;22025;220;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;46.8790433386;-71.4805287898
684;3;Industries Valcartier, réservoirs R208-B;"2500, boul. Pie-XI N.
Saint-Gabriel-de-Valcartier";R : Non terminée;22020;220;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;46.8790433386;-71.4805287898
690;3;Cinéplex Odéon Corporation;"500, rue Dupont
Québec";R : Non terminée;23027;230;Produits pétroliers*,;0;46.8141464887;-71.2204127995
706;3;Cie Pétrolière Impériale;"621, 6e Rue
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Hydrocarbures pétroliers C10 à C50,;46.7933333333;-71.3802777778
724;3;Lavoie Jean-François;"2, rue Francheville
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.861826701;-71.1720624113
726;3;Pétrolière Impériale;"625, rue Clémenceau
Québec";R : Non terminée;23027;230;0;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;46.8744761709;-71.1977042561
730;3;Transport Thibodeau inc.;"1475, rue Semple
Québec";R : Non terminée;23027;230;Produits pétroliers*,;0;46.7981201945;-71.2666683502
732;3;Hydro-Québec;"2, rue Samson
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8312436532;-71.2641273919
735;3;Boucher Carol;"6134, boulevard Wilfrid-Hamel
L'Ancienne-Lorette";R : Non terminée;23057;230;Hydrocarbures pétroliers C10 à C50,;0;46.7989334004;-71.3424496661
742;3;Gilbert Louis;"114, du Verger
Lac-Delage";R : Non terminée;22030;220;Hydrocarbures pétroliers C10 à C50,;0;46.9702222222;-71.3984166667
743;3;Vallée Christine;"215, chemin du Bout-de-l'Ile
Sainte-Pétronille";R : Non terminée;20030;200;Hydrocarbures pétroliers C10 à C50,;0;46.8466111111;-71.1327777778
748;3;Bordeleau Encanteur enr.;"7165, boulevard de l'Ormière
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8249369778;-71.3404984063
750;3;Bouchard Simard Gaby;"1513, rue St-Jacques
L'Ancienne-Lorette";R : Non terminée;23057;230;Hydrocarbures pétroliers C10 à C50,;0;46.8006361111;-71.3671583333
752;3;Ministère des Transports du Québec;"70, rue Fraser
La Malbaie";R : Non terminée;15013;150;Xylènes (o,m,p),;0;47.6584119495;-70.1537416609
757;3;Yves Germain Construction inc.;"2700, rue Watt
Québec";R : Non terminée;23027;230;Biphényles polychlorés (BPC), Huiles usées*,;0;46.7868416667;-71.3070888889
758;3;Pétro-Canada inc.;"3240, 1ère Avenue
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;Benzène, Éthylbenzène, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;46.8386267523;-71.2456836763
768;3;IMTT-Québec inc. (terminal 1);"Quai 50, Port de Québec
Québec";R : Non terminée;23027;230;*;*;46.8304601631;-71.2075132755
769;3;IMTT-Québec inc. (terminal 2);"Quai 50, Port de Québec
Québec";R : Non terminée;23027;230;*;*;46.8304601631;-71.2075132755
770;3;IMTT-Québec inc. (terminal 3);"Quai 50, Port de Québec
Québec";R : Non terminée;23027;230;*;*;46.8304601631;-71.2075132755
772;3;IMTT-Québec inc. (réservoir #4);"Quai 50, Port de Québec
Québec";R : Non terminée;23027;230;*;*;46.8304601631;-71.2075132755
787;3;Opécom inc.;"1705-1715, chemin de la Canardière
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8380027778;-71.2222694444
797;3;Produits Shell Canada ltée;"Aéroport de Québec
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.794575;-71.3801805556
799;3;Cogestion Lega-Ray ltée;"1400, avenue D'Estimauville
Québec";R : Non terminée;23027;230;Métaux*,;0;46.8426042873;-71.2101094026
810;3;9197-6209 Québec inc.;"6011, boulevard Wilfrid-Hamel
Québec";R : Non terminée;23057;230;Hydrocarbures pétroliers C10 à C50,;0;46.8000081072;-71.3372163125
812;3;Manège militaire St-Malo;"1020, rue Vincent-Massey
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;0;46.8032611111;-71.2481888889
823;3;Permacon Québec;"8845, boulevard Pierre-Bertrand
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.8519444444;-71.2989444444
824;3;Centre de Distribution Molson;"5105, rue John-Molson
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;0;46.7932766669;-71.3197312603
830;3;Fernand Dufrêne inc.;"1226-A, boulevard Sainte-Anne
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.8641666667;-71.1669444444
831;3;Camion International Élite léte;"265, Étienne-Dubreuil
Québec,";R : Non terminée;23027;230;Cadmium (Cd), Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;0;46.8284583333;-71.2726888889
833;3;Raynald Landry et Suzanne Lessard;"307, avenue Proulx
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.8163920125;-71.2597019428
840;3;Entreprises Yvan Thomassin inc.;"424, avenue Ste-Brigitte
Sainte-Brigitte-de-Laval";R : Non terminée;22045;220;Huiles et graisses totales*,;0;47.004081103;-71.1922291478
876;3;Donnacart L.T. inc.;"201, rue Bishop
Notre-Dame-de-Portneuf";R : Non terminée;34048;340;Cuivre (Cu), Hydrocarbures pétroliers C10 à C50, Zinc (Zn),;0;46.7179056667;-71.8601366325
879;3;La Ville du Poulet;"1000, avenue de la Canardière
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Toluène, Xylènes (o,m,p),;0;46.8294472222;-71.22505
884;3;Réjean Talbot Pièces d'Autos inc.;"14322, boulevard de la Colline
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8774722222;-71.3591111111
885;3;Poirier Denis;"835-841, côte d'Abraham
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8125583333;-71.21735
887;3;Jean-Pierre Auclair et Claire Arseneault;"470, rue St-Sauveur
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8065138889;-71.2392138889
889;3;Dupont Jacques;"25, rue Crémazie
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8042256159;-71.2284579252
894;3;Terrain ÉCAN;;R : Non terminée;23027;230;Huiles et graisses totales*, Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;0;46.8053805556;-71.2563527778
899;3;Ville de Québec (anc. Pièces d'autos Ratté);"2056, avenue Industrielle
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8596060358;-71.4027351727
901;3;10-20 de la Pointe-aux-Lièvres;"10-20, rue de la  Pointe-aux-Lièvres
Québec";R : Non terminée;23027;230;Arsenic (As), Cadmium (Cd), Cuivre (Cu), Étain (Sn), Hydrocarbures aromatiques polycycliques*, Nickel (Ni), Plomb (Pb), Zinc (Zn),;0;46.8212861111;-71.2382527778
904;3;Propriété municipale (30);"30, rue du Cardinal-Maurice-Roy
Québec";R : Non terminée;23027;230;Arsenic (As), Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;Chlorures (Cl-), Chrome VI, Formaldéhyde, Métaux*, Nitrate + nitrite, Sulfures (H2S),;46.8202777778;-71.2380888889
905;3;Propriété municipale (380 rue Bickell);"380, rue Bickell
Québec";R : Non terminée;23027;230;Arsenic (As), Baryum (Ba), Cuivre (Cu), Étain (Sn), Hydrocarbures aromatiques polycycliques*, Plomb (Pb), Zinc (Zn),;0;46.8208972222;-71.2384583333
916;3;Luc Roussel (maison à revenus);"338, 2e Rue
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;Hydrocarbures pétroliers C10 à C50,;46.8213638889;-71.2240611111
926;3;Centre du Confort Esso (246);"Rue Savary (Lot 560)
Saint-Raymond";R : Non terminée;34128;340;Hydrocarbures pétroliers C10 à C50, Plomb (Pb),;0;46.885315;-71.832575
929;3;Station Léopold Lévesque inc.;"1225, rue Saint-Vallier Ouest
Québec";R : Non terminée;23027;230;Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;0;46.8060944444;-71.2614777778
934;3;Sears Canada (Ultramar);"500, boulevard Wilfrid-Hamel
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Méthyl naphtalènes (chacun), Naphtalène, Toluène, Xylènes (o,m,p),;Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Xylènes (o,m,p),;46.8216186995;-71.2501213178
935;3;Terrain contaminé rue Laight à Sillery;"1294, avenue Laight
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.7845;-71.2471138889
939;3;Terrain sans historique défini;"880, rue Père-Marquette
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.7986972222;-71.2404972222
941;3;Terrain contaminé par un réservoir souterrain;"905, rue des Prairies
Québec";R : Non terminée;23027;230;Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50, Plomb (Pb), Zinc (Zn),;Hydrocarbures aromatiques polycycliques*,;46.8152900695;-71.2156471119
950;3;G. Gagné Transport inc.;"7627, avevue Dumesnil
Québec";R : Non terminée;23027;230;Benzène, Éthylbenzène, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.8608055556;-71.2643777778
954;3;Projet de construction d'un deuxième silo à copeaux;"1, rue du Moulin
Beaupré";R : Non terminée;21025;210;Hydrocarbures pétroliers C10 à C50, Soufre total (S),;0;47.0424833333;-70.8798222222
963;3;Industries Valcartier, secteur 214;"2500, boul. Pie-XI N.
Saint-Gabriel-de-Valcartier";R : Non terminée;22020;220;Hydrocarbures chlorés*, Trichloroéthylène,;0;46.8790433386;-71.4805287898
963;3;Industries Valcartier, secteur 214;"2500, boul. Pie-XI N.
Saint-Gabriel-de-Valcartier";R : Non terminée;22025;220;Hydrocarbures chlorés*, Trichloroéthylène,;0;46.8790433386;-71.4805287898
963;3;Industries Valcartier, secteur 214;"2500, boul. Pie-XI N.
Saint-Gabriel-de-Valcartier";R : Non terminée;23027;230;Hydrocarbures chlorés*, Trichloroéthylène,;0;46.8790433386;-71.4805287898
992;3;Gestion Henri Beaulieu inc.;"865, rue des Lilas Est
Québec";R : Non terminée;23027;230;Hydrocarbures pétroliers C10 à C50,;0;46.8444055556;-71.2385416667
996;3;Fondation Via-Dons;"840, rue Saint-Vallier Ouest
Québec";R : Non terminée;23027;230;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;46.8091638889;-71.2504666667
1005;3;École du Buisson;"5385, rue Banville
Québec";R : Non terminée;23027;230;Hydrocarbures aromatiques polycycliques*, Hydrocarbures aromatiques volatiles*, Hydrocarbures pétroliers C10 à C50,;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;46.8214583333;-71.3299666667
1013;3;Aréna Gilles Tremblay;"1011, avenue Larue
Québec";R : Non terminée;23027;230;Hydrocarbures aromatiques polycycliques*, Hydrocarbures pétroliers C10 à C50,;0;46.8888361111;-71.1725638889
1024;3;Garage Ferland inc.;"466, côte-du-Pont
Saint-Pierre-de-l'Île-d'Orléans";R : Non terminée;20025;200;Benzène, Benzo(a)pyrène, Éthylbenzène, Hydrocarbures légers*, Hydrocarbures pétroliers C10 à C50, Toluène, Xylènes (o,m,p),;0;46.8757777778;-71.1001111111
1026;3;Spuce Falls inc., Tembec, Groupe de papiers, Usine St-Raymond;"101, route du Moulin
Saint-Léonard-de-Portneuf";R : Non terminée;34115;340;Hydrocarbures pétroliers C10 à C50,;0;46.86245;-71.8708138889
1034;4;Station-service Sunny's;"300, rue Barkoff
Trois-Rivières";R : Non terminée;37067;371;Hydrocarbures aromatiques volatiles*,;0;46.3728582229;-72.5585072578
1036;4;Ancien Gaz Bar (Bar le Foyer);"1591, ch. des Érables
Saint-Gérard-des-Laurentides";R : Non terminée;36033;360;Hydrocarbures aromatiques volatiles*,;0;46.6005202222;-72.8206370556
